node,x,y,node_type,centrality
model_05029,68.608086,-23.92004,model,0.000142
Urban,-6.32078,-35.996925,magazine,9.5e-05
Paula,60.022896,35.591808,magazine,0.000426
deluxx digital,13.569397,43.645958,magazine,0.000189
model_05048,-18.183348,-31.661173,model,4.7e-05
HYPE Magazine,17.7241,6.945954,magazine,0.000189
Ego Weekly Greece,54.678829,-1.120762,magazine,4.7e-05
People Greece,54.657509,-1.131044,magazine,4.7e-05
Votre Beauté Greece,54.659592,-1.127571,magazine,9.5e-05
Glow Greece,54.361904,-1.1517,magazine,4.7e-05
Grace Ormonde Wedding Style,54.332279,-1.200734,magazine,4.7e-05
OK! Magazine Greece,54.247471,-1.214601,magazine,4.7e-05
model_05069,-30.587784,68.731476,model,4.7e-05
model_05070,6.24779,-13.255066,model,4.7e-05
model_05071,25.613607,-44.803322,model,0.000474
Studio XYZ,-19.217085,-20.490896,magazine,0.000189
model_05077,68.521164,-35.423355,model,0.000284
Savant,68.543121,-35.590088,magazine,4.7e-05
fashion Collection Russia,20.609476,0.270234,magazine,0.000189
model_05086,6.12121,-35.427761,model,0.000237
Lifestyle,6.137537,-35.065075,magazine,9.5e-05
model_05087,12.883564,1.008423,model,0.000142
Diva e Donna,50.182507,-6.694016,magazine,9.5e-05
model_05107,1.95642,-13.40666,model,0.000142
The FADER,-28.196127,-19.332756,magazine,4.7e-05
model_05131,37.917168,10.078504,model,9.5e-05
model_05135,21.48003,-55.458229,model,0.000189
model_05145,18.554161,-51.959522,model,4.7e-05
model_05151,9.256173,-66.454155,model,0.000189
model_05152,43.434238,16.913597,model,0.000142
Metro Society - Metro Style,28.316383,-51.670223,magazine,4.7e-05
Flavor,-6.733347,-7.950176,magazine,9.5e-05
Candy Philippines,-17.815842,-42.748417,magazine,4.7e-05
Cosmopolitan Sri Lanka,-18.282719,-42.127628,magazine,4.7e-05
The Hollywood Reporter,1.589361,-56.657681,magazine,0.000237
model_05173,59.043728,-36.482327,model,9.5e-05
model_05187,-19.834526,-36.159031,model,4.7e-05
model_05191,13.445165,-4.980025,model,4.7e-05
model_05192,21.0054,-19.929455,model,0.000284
Vanity Teen,54.815208,-34.24387,magazine,0.000189
Accessories,-13.174767,21.270988,magazine,4.7e-05
Ravelin,-13.117379,21.333242,magazine,4.7e-05
model_05209,23.097094,-53.829536,model,0.000237
Look! Wien Live,24.287313,-35.108479,magazine,0.000284
InStyle Czech,66.1772,-2.488622,magazine,0.000189
model_05212,61.854683,57.925266,model,0.000237
model_05222,30.66037,-28.453379,model,0.000332
Satiety Paper,-11.170801,34.996719,magazine,0.000142
model_05239,-19.632931,-31.862034,model,9.5e-05
model_05251,12.52595,-13.103901,model,4.7e-05
model_05256,59.257378,-36.656116,model,0.000568
model_05257,59.485401,59.789101,model,4.7e-05
model_05258,45.161369,-9.071276,model,0.000142
model_05262,-22.614752,-40.483616,model,0.000142
model_05266,95.816391,6.779967,model,9.5e-05
model_05277,11.203334,-0.023929,model,9.5e-05
model_05283,80.418816,-15.971011,model,4.7e-05
The Blank Page Magazine,-32.225082,-37.487736,magazine,4.7e-05
Jacks,37.93388,5.809984,magazine,4.7e-05
TushMagazine.com,37.983917,5.652623,magazine,4.7e-05
Josie Journal,38.030407,5.646532,magazine,4.7e-05
model_05287,44.619469,-9.754668,model,4.7e-05
Label Magazine,80.108604,1.473434,magazine,9.5e-05
model_05293,-19.207815,-13.26498,model,9.5e-05
model_05294,45.049606,18.283815,model,0.000142
Casa Brutus,-74.657173,-10.426558,magazine,4.7e-05
Flatt,20.97286,-5.879066,magazine,9.5e-05
Le Temps Moda,51.969093,-17.096905,magazine,4.7e-05
Stolnik,51.855389,-35.863422,magazine,0.000284
Elle Collections,3.324472,-14.241902,magazine,4.7e-05
King West,55.680733,-15.522721,magazine,4.7e-05
Remark,57.216045,-15.856222,magazine,9.5e-05
Vogue.co.jp,-24.097095,-10.300363,magazine,4.7e-05
ICON Singapore,46.140804,13.565821,magazine,0.000521
model_05339,-14.81031,-81.76889,model,4.7e-05
The UpTempo Magazine,0.871613,51.239048,magazine,4.7e-05
YKM,43.311703,-28.050465,magazine,4.7e-05
DONNA MODERNA,43.163143,-27.430111,magazine,0.000142
Plezir,43.271366,-27.831146,magazine,4.7e-05
708,43.236774,-27.763264,magazine,4.7e-05
Bigshot360,43.2598,-27.770227,magazine,4.7e-05
Cosmopolitan Croatia,47.230816,-27.596645,magazine,0.000189
Mia,68.745323,15.715676,magazine,0.001421
Trillionaire,43.354076,-28.00238,magazine,4.7e-05
model_05351,80.417305,-15.902062,model,4.7e-05
model_05356,68.217003,-23.301857,model,4.7e-05
Aesthetica Magazine,0.232424,11.717978,magazine,9.5e-05
model_05365,54.984264,-28.00967,model,9.5e-05
model_05370,87.491043,-35.094215,model,4.7e-05
FALLEN,15.403535,-76.785439,magazine,0.000332
model_05374,72.576881,-17.135336,model,9.5e-05
Cosmopolitan Finland,51.270344,-37.280186,magazine,4.7e-05
Dorohins,51.369408,-37.195744,magazine,4.7e-05
Hello! Russia,50.69709,-37.559261,magazine,0.000237
Sofis Mode,51.410557,-37.139423,magazine,4.7e-05
White Sposa,50.844955,-36.719067,magazine,9.5e-05
Fauve,51.415607,-37.207184,magazine,4.7e-05
Her World Indonesia,52.623825,-37.056438,magazine,9.5e-05
Miss Glitter,51.409702,-37.173737,magazine,4.7e-05
Smash The Mag,51.157345,-37.07634,magazine,4.7e-05
model_05389,37.987255,33.010948,model,4.7e-05
Collezioni Accessori,20.693415,-5.164789,magazine,4.7e-05
Odalisque,34.352917,-0.496005,magazine,0.000332
model_05396,82.933556,35.633282,model,4.7e-05
Again,82.935135,35.631435,magazine,4.7e-05
HOLR,88.579063,-39.390263,magazine,4.7e-05
The Kunst,87.394516,-39.746895,magazine,4.7e-05
This Bitch,87.641006,-39.515648,magazine,4.7e-05
IRK,87.466339,-38.907902,magazine,0.000142
model_05405,16.485649,-6.486386,model,4.7e-05
model_05410,14.441199,-74.849907,model,9.5e-05
model_05416,-54.099125,-63.380665,model,0.000189
Hia Magazine,7.468297,-4.936612,magazine,9.5e-05
Morena,-2.739324,71.576347,magazine,4.7e-05
SheKnows,-3.156556,71.281181,magazine,4.7e-05
Space Magazine,-46.527447,-24.611555,magazine,4.7e-05
The Washington Post,-4.439519,-11.877032,magazine,4.7e-05
Citizen K Russia,-69.962463,24.748089,magazine,9.5e-05
Plaza Magazine USA,-10.833809,30.150356,magazine,9.5e-05
zine,7.900477,-24.136545,magazine,4.7e-05
model_05452,8.15029,-73.385963,model,0.000142
The Spellbound,29.449255,47.887478,magazine,9.5e-05
Z - Germany,2.167778,-34.461536,magazine,0.000189
FADDY Magazine,-3.583992,-2.532254,magazine,0.000189
BONMagazine.com,59.634258,-16.451132,magazine,9.5e-05
model_05496,27.179098,-12.843501,model,4.7e-05
model_05501,-31.578838,15.323869,model,9.5e-05
model_05504,-12.533484,-8.337008,model,4.7e-05
model_05531,63.677654,14.22409,model,9.5e-05
model_05532,21.35272,-24.46419,model,4.7e-05
model_05543,-18.510796,-34.673542,model,9.5e-05
model_05545,-4.352283,-5.490306,model,9.5e-05
model_05551,55.022778,-27.55616,model,4.7e-05
Zooey,35.202618,32.7229,magazine,9.5e-05
Vigore,35.205219,32.728146,magazine,4.7e-05
model_05553,51.153381,-24.209734,model,4.7e-05
Essentials,73.961349,-45.543251,magazine,9.5e-05
Stuff UK,74.651382,-46.440903,magazine,0.000142
Lingerie Buyer,74.16925,-45.973495,magazine,4.7e-05
SHE,74.142021,-45.740601,magazine,4.7e-05
Long Island Pulse,73.756294,-46.100677,magazine,9.5e-05
model_05563,19.515793,-15.24175,model,0.000142
Lords Magazine,-16.869398,-1.927347,magazine,4.7e-05
model_05573,59.341076,4.755497,model,4.7e-05
Elbazin,20.206083,-72.711922,magazine,9.5e-05
Moon,-34.251911,-31.638935,magazine,4.7e-05
LA Canvas,-30.351875,-75.718918,magazine,4.7e-05
Wild Side Webzine,-30.368418,-74.752304,magazine,4.7e-05
Graphy - Hair & Beauty,-30.310869,-74.748314,magazine,4.7e-05
Jimon,-30.391083,-75.336395,magazine,4.7e-05
Knit Wit,-30.449368,-75.71524,magazine,4.7e-05
Stab,-30.309479,-74.62674,magazine,4.7e-05
The Carousel,-30.067055,-74.915314,magazine,4.7e-05
The Traveller,-30.528942,-75.376434,magazine,4.7e-05
W25,-30.238995,-75.012474,magazine,4.7e-05
Junk,-31.434828,-74.863907,magazine,9.5e-05
Stitch,-30.3538,-74.730614,magazine,4.7e-05
Sneaky,-30.075211,-74.897446,magazine,4.7e-05
model_05644,32.09726,-28.585127,model,4.7e-05
Von Magazine,19.631378,-51.802784,magazine,9.5e-05
model_05661,61.368027,31.633846,model,0.000189
model_05663,44.540688,12.622694,model,9.5e-05
model_05665,51.816914,-20.171822,model,0.000237
model_05672,-16.706148,-68.37487,model,9.5e-05
model_05686,-42.060631,-54.132893,model,9.5e-05
L'Obs,-27.016136,-1.328461,magazine,4.7e-05
American Studies,-78.140297,10.559109,magazine,4.7e-05
model_05717,16.550547,-6.466432,model,4.7e-05
RLVNT Journal,3.944046,8.323956,magazine,4.7e-05
model_05727,5.005494,-2.919027,model,4.7e-05
Always | Sometimes | Anytime,-17.861572,-15.9705,magazine,4.7e-05
Plaza Magazine UK,-18.164124,-16.042269,magazine,4.7e-05
Posi+tive,-17.760309,-15.914935,magazine,4.7e-05
Re-bel Magazine,-78.68045,24.758736,magazine,0.000237
you and your wedding,64.026367,-44.472271,magazine,9.5e-05
City A.M. Bespoke,3.297566,84.59005,magazine,4.7e-05
L'Beaut,2.995615,84.483398,magazine,4.7e-05
model_05738,8.233945,-42.34359,model,4.7e-05
model_05739,-8.128625,72.923927,model,4.7e-05
Maxwell,-3.945069,-43.395592,magazine,0.000237
Clique,-26.933344,-16.711884,magazine,4.7e-05
The Ingenue,45.743256,-4.977921,magazine,0.000189
Haunt,28.552612,20.588926,magazine,4.7e-05
model_05768,-0.860574,-12.555145,model,9.5e-05
model_05771,-11.321754,-71.288116,model,9.5e-05
model_05777,49.956665,-13.972964,model,4.7e-05
SHC,-21.266445,27.930361,magazine,0.000142
Dust China,-4.98134,-43.378716,magazine,4.7e-05
Caras Brazil,-8.335997,81.088272,magazine,0.000189
model_05793,42.297012,-70.410126,model,0.000284
Grazia Malaysia,-24.187208,-8.029335,magazine,0.000189
model_05819,11.766004,-7.703302,model,4.7e-05
L'Officiel Mykonos,-23.866074,-25.775587,magazine,4.7e-05
Beauté Greece,53.695934,-0.039743,magazine,0.001089
The Dirty Durty Diary - The DDD,2.938054,28.111017,magazine,9.5e-05
model_05824,-72.909523,31.404819,model,0.000332
model_05829,59.279568,3.766303,model,0.000284
VSYA Evropa,59.299133,3.909789,magazine,4.7e-05
model_05832,3.200829,-5.41568,model,4.7e-05
Bangkok Post - The Magazine,4.741066,-5.608822,magazine,0.000142
model_05840,32.668251,-12.114959,model,4.7e-05
model_05849,32.45731,-29.336914,model,0.000284
Playboy South Africa,32.283531,-29.357855,magazine,9.5e-05
model_05850,-17.725464,-31.554623,model,4.7e-05
model_05862,27.663387,-33.458176,model,0.000142
Chic Trend,-24.861494,25.542059,magazine,0.000142
Vivi China,-22.104925,6.490146,magazine,9.5e-05
Vogue.com.cn,-21.582254,25.709579,magazine,4.7e-05
Drift,-21.772791,25.30282,magazine,4.7e-05
WSJ China,-21.187975,25.157827,magazine,9.5e-05
Éva Hungary,21.558123,33.52425,magazine,0.000189
Gentleman's Journal,22.655855,33.748669,magazine,0.000142
Mujer,61.920223,32.569431,magazine,0.000237
Sotheby's,-19.354809,-6.112502,magazine,4.7e-05
model_05899,45.322315,11.844884,model,0.000474
model_05902,44.257442,11.755014,model,0.000142
Sportswear International India,-31.625345,-62.57423,magazine,4.7e-05
Cover Germany,23.479919,-17.675447,magazine,0.000284
VGXW - Virtuogenix,33.407295,-9.219231,magazine,9.5e-05
Woman Sense,-35.219025,-26.70138,magazine,4.7e-05
model_05913,46.601681,-34.688747,model,0.000142
Story Croatia,47.549767,-27.049213,magazine,4.7e-05
Journal Croatia,47.396492,-27.330399,magazine,4.7e-05
Gloria Croatia,47.553444,-27.045685,magazine,0.000142
Ljepota & Zdravlje Croatia,47.322414,-27.45771,magazine,4.7e-05
FashionHR,47.263428,-27.569992,magazine,4.7e-05
Bad To The Bone,-1.121814,-54.250015,magazine,4.7e-05
Concorde,-1.100983,-54.233837,magazine,4.7e-05
The 6 Million Dollar Story,-1.047409,-54.223259,magazine,4.7e-05
Advance Magazine,22.675467,-80.613266,magazine,9.5e-05
model_05938,8.035263,-65.196472,model,4.7e-05
model_05944,19.97024,-18.747059,model,0.000332
model_05952,67.856041,9.497713,model,9.5e-05
model_05954,59.285801,59.95509,model,4.7e-05
Plaenge Premium,-9.994658,81.777664,magazine,4.7e-05
Ballad Of,-9.460482,82.00116,magazine,4.7e-05
Bride Style,-6.347,84.140671,magazine,9.5e-05
BlogInVoga,-7.25644,84.132637,magazine,9.5e-05
Capricho,-9.852785,81.445976,magazine,0.000142
Stories Collective,-8.262655,84.114517,magazine,0.000189
Eyewear,33.603474,-47.712616,magazine,0.000142
model_05983,28.884867,-1.861328,model,4.7e-05
model_05988,-6.261148,81.429382,model,4.7e-05
Rough Italy,22.106758,28.400085,magazine,9.5e-05
Indooroopilly,-11.795223,-78.977936,magazine,4.7e-05
Acute,-11.605863,-79.152405,magazine,4.7e-05
model_06000,-1.202285,-14.411997,model,9.5e-05
model_06010,-5.720171,-66.549744,model,9.5e-05
L'Officiel Hommes Mexico,-85.488586,-1.684348,magazine,4.7e-05
Geil Magazine,-83.978943,25.182909,magazine,9.5e-05
Beat Magazine,-41.172092,-28.54331,magazine,4.7e-05
model_06056,68.033592,-23.254284,model,0.000142
Nuit,-76.152168,24.148386,magazine,9.5e-05
model_06066,-17.680815,-8.686667,model,4.7e-05
SI GRUEN,5.636842,28.173882,magazine,4.7e-05
A Magazine Portugal,98.596382,1.462016,magazine,4.7e-05
model_06086,5.008127,-2.573644,model,4.7e-05
Test Shoot,-64.298149,-19.402382,magazine,0.000142
WRPD,-58.824505,6.684779,magazine,9.5e-05
model_06115,39.262486,-25.172518,model,4.7e-05
model_06118,-21.299128,-19.633615,model,4.7e-05
PCLady,-19.259846,25.015644,magazine,9.5e-05
model_06125,67.771347,14.000386,model,9.5e-05
model_06131,26.60988,-40.180862,model,0.001989
Vixen,24.800505,-7.906501,magazine,9.5e-05
Haute Time,57.410084,-15.856816,magazine,4.7e-05
Vega Dutch,13.476889,-13.886024,magazine,9.5e-05
Author,-3.288015,-34.840641,magazine,0.000142
Elle Spirit,-14.907214,-0.179941,magazine,4.7e-05
model_06160,57.262131,-12.07875,model,9.5e-05
model_06171,29.021023,-20.030951,model,0.000284
model_06172,47.95993,-34.311733,model,0.000237
Cosmopolitan Latvia,48.039326,-34.353855,magazine,0.000189
NK Stockholm,-1.854368,19.038303,magazine,0.000142
model_06192,53.350281,-19.635801,model,4.7e-05
model_06193,51.808529,14.452751,model,4.7e-05
VAR,29.701426,-28.951475,magazine,9.5e-05
Streetwear Today,36.278355,0.580254,magazine,4.7e-05
Di Lusso,36.315536,0.554302,magazine,4.7e-05
Fashion Illustrated,36.28159,0.54249,magazine,4.7e-05
Flawless,63.540787,-22.612919,magazine,4.7e-05
Restylr,63.545887,-22.656172,magazine,4.7e-05
Rogue,63.511471,-22.590117,magazine,4.7e-05
Pani,29.617292,5.583255,magazine,0.000189
Nailpia,-49.416752,39.440796,magazine,4.7e-05
model_06231,25.448021,-28.356571,model,4.7e-05
model_06232,64.888542,-37.949894,model,0.000805
Picton,64.914337,-37.603779,magazine,4.7e-05
Playboy Mexico,72.702477,-16.429884,magazine,0.000142
Top Posters,64.910728,-37.650158,magazine,4.7e-05
Horizont,64.870575,-37.686417,magazine,4.7e-05
Mob Journal,64.911606,-37.59761,magazine,4.7e-05
Vertiqle,64.91349,-37.659286,magazine,4.7e-05
Moveux,64.912186,-37.668129,magazine,4.7e-05
Vigour,64.934631,-37.705383,magazine,4.7e-05
model_06233,2.192682,-26.180222,model,4.7e-05
Re-bel,-33.511723,-2.459604,magazine,4.7e-05
Venice,52.878792,-56.666912,magazine,0.000189
Infringe,-41.84161,-44.29295,magazine,4.7e-05
Pull Letter,-41.907848,-44.236576,magazine,4.7e-05
10 Men,-74.689163,18.350012,magazine,0.000616
Mini V,-41.93922,-43.914272,magazine,9.5e-05
V Mini / Gen V,-41.859207,-43.960995,magazine,9.5e-05
Wow,-41.889553,-43.950809,magazine,9.5e-05
Tvtor,30.406006,28.384441,magazine,0.000189
model_06261,-22.859692,-40.690014,model,0.000189
model_06264,6.66607,-9.929483,model,4.7e-05
model_06266,38.90554,10.806649,model,0.000142
model_06267,9.001191,-43.077858,model,0.000142
model_06268,-12.120256,-8.243146,model,0.000142
Catalogue Argentina,7.131449,22.539398,magazine,0.000189
Wysokie Obcasy,-37.793549,12.040994,magazine,0.000142
model_06276,-7.869278,-69.220779,model,9.5e-05
Women's Health Latin America,-11.268722,-0.189866,magazine,4.7e-05
model_06298,44.745861,-16.187128,model,9.5e-05
model_06299,21.432352,-19.792114,model,9.5e-05
model_06309,-5.240126,-66.276207,model,4.7e-05
The New York Times Style Magazine Japan,-30.35265,-17.17458,magazine,4.7e-05
model_06321,3.45281,-3.567838,model,0.000332
model_06322,23.391968,-15.270492,model,0.000142
model_06339,68.210823,13.090595,model,0.000805
model_06359,-76.258194,35.507282,model,9.5e-05
Boycott,-66.616722,-3.97396,magazine,0.000379
Audrey Magazine,-14.82045,21.234093,magazine,9.5e-05
model_06367,24.233557,-22.103405,model,9.5e-05
model_06368,-82.564079,-19.792009,model,4.7e-05
model_06369,20.021236,-23.419527,model,4.7e-05
model_06388,55.350906,20.317511,model,0.000142
model_06411,-18.291893,-31.516792,model,4.7e-05
model_06416,7.81554,-28.397316,model,4.7e-05
Herdes,-33.240677,-24.069592,magazine,4.7e-05
Caras Portugal,8.234456,-38.683701,magazine,0.000142
model_06426,-7.714551,-33.488594,model,4.7e-05
model_06435,12.329807,-21.2915,model,0.000142
Assuré,12.338441,-21.301697,magazine,4.7e-05
model_06439,23.45381,-49.785095,model,0.000568
model_06444,16.417135,-68.623924,model,4.7e-05
model_06449,-31.673344,-76.890182,model,4.7e-05
Geox,-73.120682,41.661198,magazine,4.7e-05
model_06456,-20.842659,-31.279427,model,4.7e-05
Belane,29.868708,6.350907,magazine,4.7e-05
Glint,29.810211,6.24689,magazine,4.7e-05
L'Edito,29.838188,6.250396,magazine,0.000189
model_06461,62.723042,-0.979085,model,0.000189
model_06469,0.137248,82.726059,model,9.5e-05
model_06470,19.045383,3.573593,model,4.7e-05
GXXRL,56.536064,55.842949,magazine,4.7e-05
A - The Style Guide by Andares,67.284599,52.468643,magazine,0.000474
Red Carpet MURAL,61.394493,44.203449,magazine,9.5e-05
Suspend,56.139492,55.657181,magazine,4.7e-05
About Fashion,56.560322,55.889069,magazine,4.7e-05
IM Intermoda,56.325867,55.763645,magazine,4.7e-05
Quién,61.032902,14.579845,magazine,9.5e-05
R.S.V.P. by Excelsior,56.302212,56.291794,magazine,9.5e-05
Vogue.com.mx,55.445023,55.007217,magazine,9.5e-05
Gente Bien,55.869339,55.90686,magazine,4.7e-05
Die Stilisten,50.171703,-6.557216,magazine,4.7e-05
Mith,65.163841,-17.517395,magazine,0.000189
RetkMag,50.193806,-6.720449,magazine,9.5e-05
The Mayfair,50.188641,-6.677308,magazine,4.7e-05
Style: Men Singapore,42.067558,-23.703953,magazine,0.000237
Adore,42.010612,-23.729963,magazine,4.7e-05
Shopping,42.046383,-23.723785,magazine,4.7e-05
model_06485,20.393059,-23.463333,model,0.000142
model_06509,17.818722,-28.613413,model,4.7e-05
model_06510,33.393425,5.68142,model,0.000142
model_06518,-32.021984,-57.150261,model,9.5e-05
IQ Beauté,27.186934,1.154682,magazine,4.7e-05
PIN-UP Magazine,27.190681,1.155226,magazine,4.7e-05
Vogue Pelle,1.374972,11.442378,magazine,4.7e-05
model_06539,-5.421727,72.022003,model,9.5e-05
model_06545,-0.861189,86.482254,model,9.5e-05
Joy Serbia,45.898243,-39.799786,magazine,9.5e-05
Fashion & Friends,12.422057,9.74877,magazine,4.7e-05
Ghubar,12.081462,10.060258,magazine,0.000142
Umbigo,24.406588,31.279291,magazine,9.5e-05
model_06556,8.919557,-0.482154,model,0.000284
model_06558,30.317083,-23.046337,model,4.7e-05
model_06559,4.428442,-14.827262,model,4.7e-05
Gloss,-4.735654,83.039925,magazine,9.5e-05
Biba Magazine,-6.477606,78.108994,magazine,0.000142
model_06561,14.688414,20.651218,model,4.7e-05
model_06578,40.680042,-45.094582,model,0.000426
944,40.68137,-45.106918,magazine,9.5e-05
Monsieur by Madame,-81.19046,27.840981,magazine,0.000237
WAD Spain,14.546136,-35.189995,magazine,9.5e-05
model_06601,7.365623,-69.25116,model,9.5e-05
model_06606,50.690022,13.364928,model,4.7e-05
model_06607,12.233848,-74.406776,model,0.000237
model_06618,12.200498,-17.925344,model,0.000379
model_06649,58.608723,5.725588,model,0.000142
model_06657,43.120621,11.05294,model,0.000426
model_06660,25.523071,-28.200344,model,4.7e-05
model_06680,-24.232594,-8.080004,model,4.7e-05
model_06691,11.075069,-3.59371,model,4.7e-05
model_06692,16.137093,8.101154,model,0.000142
TakeMe,16.1754,8.243752,magazine,0.000142
model_06700,14.82087,20.53524,model,4.7e-05
Sense,27.996229,24.277489,magazine,4.7e-05
model_06706,16.39485,-6.510983,model,9.5e-05
model_06708,32.657795,30.544476,model,0.000284
Highlights,32.274117,30.812569,magazine,0.000142
model_06710,75.317139,-41.409088,model,9.5e-05
L'Officiel Hommes Austria,-71.833565,4.196879,magazine,4.7e-05
Nordic Man,-84.113388,27.645262,magazine,0.000142
Cover Man Magazine,-83.672867,15.383994,magazine,4.7e-05
Vogue Plus China,-56.287708,-25.294291,magazine,0.000237
model_06734,12.267633,-18.098211,model,0.000284
Marie Claire 2 Netherlands,22.517477,-17.193117,magazine,9.5e-05
model_06741,-1.436579,-59.927872,model,0.000142
model_06742,-39.877602,4.143616,model,4.7e-05
Boys by Girls Magazine,-82.885101,20.695841,magazine,4.7e-05
The Green Soccer Journal,-85.136742,13.97298,magazine,4.7e-05
GQ Style Taiwan,-82.712822,22.947956,magazine,4.7e-05
GQ Style France,-82.077415,30.827938,magazine,9.5e-05
Red Netherlands,37.187187,-15.008676,magazine,0.000189
model_06790,60.15369,59.05687,model,4.7e-05
model_06802,14.518182,-22.56855,model,4.7e-05
The Eyes Fashion,30.707861,-64.314285,magazine,4.7e-05
BLONDE,32.114773,-64.516563,magazine,9.5e-05
Folkr,30.453823,-63.834286,magazine,4.7e-05
Modern Luxury South Florida And The Caribbean,30.710436,-64.338364,magazine,9.5e-05
model_06809,-4.710512,72.871353,model,4.7e-05
Confus,-39.506474,-25.214922,magazine,9.5e-05
Schick,-29.867813,-23.013145,magazine,0.000237
model_06824,-27.837168,-31.150682,model,9.5e-05
The Collector,-60.930248,22.937141,magazine,0.000426
model_06834,22.614399,-80.571571,model,0.000426
model_06835,20.733791,-4.418057,model,9.5e-05
model_06850,21.393646,-24.496222,model,4.7e-05
model_06859,18.484818,-11.973316,model,9.5e-05
model_06867,73.024361,-8.32273,model,0.000426
model_06882,21.482653,-46.634396,model,9.5e-05
Fashion Weekly China,32.382027,28.0238,magazine,0.000142
Numéro Homme China,-81.420303,22.343004,magazine,0.000237
Jungle,79.543022,-14.809149,magazine,0.000142
model_06905,74.384033,-0.322157,model,4.7e-05
CLEO Thailand,74.383347,-0.320157,magazine,4.7e-05
Fashion Fanzine FF,38.055691,-0.415941,magazine,4.7e-05
Style - Schweitzer Illustrierte,38.098038,-0.508548,magazine,0.000142
KENTON Magazine,-4.335252,-5.499634,magazine,0.000284
model_06914,26.54351,-21.45875,model,0.000284
model_06919,38.157097,11.03825,model,4.7e-05
model_06931,-5.566671,-21.697773,model,0.000379
model_06935,48.952179,0.070643,model,0.000568
Remix Magazine Argentina,-25.199286,-34.305573,magazine,4.7e-05
Viva Argentina,-25.194462,-34.621201,magazine,4.7e-05
model_06947,30.220217,-35.274143,model,9.5e-05
model_06952,37.009506,8.39273,model,4.7e-05
model_06977,31.594059,-28.472807,model,0.000142
model_06981,24.008335,-16.826544,model,0.000663
Somos,74.815796,27.425318,magazine,4.7e-05
model_07000,3.682851,-70.314995,model,0.000189
model_07021,54.670719,31.903412,model,4.7e-05
WISH Australia,19.28508,-73.786568,magazine,0.000142
La Parisienne,-6.772987,-47.265095,magazine,9.5e-05
model_07053,5.109975,-2.537803,model,4.7e-05
model_07054,13.316608,-64.079155,model,0.000142
Scoop,12.963726,-64.201057,magazine,9.5e-05
Elle Latin America,-14.140483,14.085071,magazine,4.7e-05
model_07073,65.168022,11.630175,model,0.001279
Only Lady China,-19.108116,26.262873,magazine,4.7e-05
model_07088,64.187935,6.374349,model,4.7e-05
T3,64.192513,6.365126,magazine,9.5e-05
AneCan,6.799066,-59.750805,magazine,4.7e-05
Ray,6.339919,-59.396027,magazine,4.7e-05
XL Semanal,64.372169,12.695523,magazine,0.000237
Bijin Hyakka,6.65412,-59.171562,magazine,4.7e-05
Sweet,6.831093,-59.549366,magazine,9.5e-05
Vivi Japan,5.028023,-58.22382,magazine,9.5e-05
New Beauty Magazine,7.327096,-53.878544,magazine,0.000284
model_07097,25.483038,-15.371595,model,4.7e-05
model_07104,19.616087,-26.473627,model,4.7e-05
Collezioni Sport & Street,-8.3022,-12.228281,magazine,4.7e-05
35mm,-3.730901,-65.184357,magazine,9.5e-05
Palm Springs Life,0.882055,-57.329201,magazine,9.5e-05
model_07125,-9.315557,-11.146845,model,4.7e-05
The Webster,-69.548225,-11.382708,magazine,4.7e-05
De Punta,-18.344515,12.290599,magazine,4.7e-05
Overdue,-30.848307,0.632636,magazine,0.000237
model_07133,28.552052,-4.839372,model,9.5e-05
Elle.co.jp,-22.711374,10.419406,magazine,9.5e-05
Richesse,-23.30036,11.381066,magazine,4.7e-05
Wallpaper* Magazine Thailand,-22.106956,14.006521,magazine,9.5e-05
model_07163,62.615383,-0.446366,model,0.000237
Madison Magazine,4.677118,-75.457771,magazine,4.7e-05
Rendez Vous De La Mode,59.733536,-23.687643,magazine,4.7e-05
Jewellery World,-51.613842,-20.192486,magazine,4.7e-05
PETRIe,45.94133,-4.853429,magazine,4.7e-05
Exalt,23.201775,1.234647,magazine,4.7e-05
JFW,23.194107,1.265296,magazine,9.5e-05
Nylonmag.com,5.974613,-15.653234,magazine,9.5e-05
model_07229,-7.710789,-40.845116,model,0.000142
Fashion Victims,9.081646,-8.642591,magazine,0.000142
Krowd,-9.113272,31.935522,magazine,4.7e-05
The Forumist,-37.712799,15.381963,magazine,0.000379
model_07257,10.733203,-17.645845,model,0.000142
model_07281,-32.215477,-58.938721,model,0.000142
NO. Magazine,19.093117,-85.530365,magazine,0.000142
model_07290,15.329696,-3.544462,model,4.7e-05
model_07294,38.67334,-2.49525,model,0.000189
model_07299,11.374772,8.452566,model,4.7e-05
model_07327,40.008896,-23.086605,model,9.5e-05
Henne,39.982075,-65.729218,magazine,0.000947
Maniac,40.301891,-51.157513,magazine,9.5e-05
Palm Beach Illustrated,41.619663,-51.918644,magazine,0.001279
Naples Illustrated,41.549458,-51.917068,magazine,0.000853
woman&home,40.506725,-51.362606,magazine,4.7e-05
1nstant.fr,36.650284,-7.616726,magazine,4.7e-05
BOOK Moda Sposa,36.462505,-7.94307,magazine,4.7e-05
Vogue.ru,36.448898,-7.694982,magazine,4.7e-05
Tsum,36.687923,-7.936067,magazine,4.7e-05
Aeroflot Style,35.385181,-10.468011,magazine,0.000284
model_07341,22.513746,18.35218,model,4.7e-05
