node,x,y,node_type,centrality
Maria Vogel,73.489693,48.67429,brand,0.000189
Rocío Valencia,63.14431,48.225887,brand,4.7e-05
Smartwater,74.649269,47.834686,brand,0.000142
Tony Francesc,64.497513,49.317596,brand,0.000142
Universidad Jannette Klein,74.735191,46.622368,brand,0.000284
American Apparel,60.942635,49.121407,brand,0.000142
Arturo Ramos,67.496628,48.913715,brand,0.000142
Callula Lillibelle,63.21492,47.967899,brand,4.7e-05
Carla Fernandez,69.169563,46.126484,brand,0.000189
Concepto T3,70.301964,46.838596,brand,9.5e-05
Jose Maria Torre,65.897095,47.65229,brand,9.5e-05
Pourpre Couture,63.870811,47.881046,brand,4.7e-05
Puma by Mancandy,64.204979,47.920708,brand,9.5e-05
Rock & Republic,62.162525,48.386883,brand,4.7e-05
Arise,15.777048,51.358582,magazine,0.000758
Elle Fashion Next,61.323349,49.273663,brand,0.000142
Ann Taylor,2.705678,-49.832821,magazine,0.002226
Tia Ciban,62.538551,48.250557,brand,4.7e-05
model_02270,72.948135,57.860992,model,0.000758
Aliétte,71.290215,52.953362,brand,9.5e-05
model_02272,-11.418505,26.539782,model,0.003742
Barbour,-28.927919,16.925766,brand,0.000237
model_02273,4.227077,-20.399076,model,0.004595
model_02275,-44.897968,-26.602274,model,0.003126
model_02278,-55.041096,-31.51255,model,0.007105
Hyun Mi Nielsen,-41.069435,22.491835,brand,0.000142
model_02279,-55.649433,41.428997,model,9.5e-05
model_02280,-90.457504,10.31265,model,0.001089
model_02281,-74.016762,20.142147,model,0.001279
Lucien Pellat-Finet,-73.948006,20.218143,brand,4.7e-05
Lucien Pellat Finet,-66.484642,30.164825,brand,0.000189
model_02282,-62.226906,35.633949,model,0.000805
model_02283,11.828107,50.366028,model,0.000521
Nonoo,23.717686,59.514263,brand,0.000237
model_02284,-79.250458,-12.065639,model,0.003268
model_02285,-89.8405,-4.957616,model,0.000474
model_02286,-79.129562,22.497129,model,0.002132
model_02289,-68.530067,33.489845,model,0.001184
model_02290,-14.807866,-27.512707,model,0.000995
Badgley Mishka,-14.874683,-27.637974,brand,4.7e-05
model_02291,-6.47113,8.95961,model,0.012268
Armani Privï¿½,-5.577442,8.363559,brand,0.000237
Cï¿½dric Charlier,-7.005957,9.6987,brand,0.000142
Hervï¿½ Lï¿½ger by Max Azria,-5.92873,8.021045,brand,9.5e-05
model_02294,38.85775,27.088295,model,0.000189
model_02296,-59.713867,26.678038,model,0.000237
model_02297,-42.112026,-4.109983,model,0.001232
model_02298,3.843362,69.255836,model,0.011274
Anke Schloder,6.889332,20.105104,brand,4.7e-05
Auslander,-1.003391,75.807976,brand,0.000142
Cantao,4.09562,84.927834,brand,0.000284
David Delfin,63.407475,13.151903,brand,0.000332
Dujos,6.82581,20.188129,brand,4.7e-05
Espaï¿½o Fashion,6.87317,19.913864,brand,9.5e-05
Graï¿½a Ottoni,-1.244994,75.308136,brand,0.000142
Haider Ackerman,1.495236,14.844133,brand,0.000189
Jesus Del Pozo,6.899323,20.13249,brand,9.5e-05
Myriam Ocariz,6.754345,20.128294,brand,4.7e-05
Rabhi Kayrouz,6.732098,20.199129,brand,4.7e-05
Versus by Versace,6.821399,20.111126,brand,4.7e-05
Iï¿½dice,6.758962,20.030859,brand,9.5e-05
Line Knitwear,-41.168831,-12.600477,brand,9.5e-05
Patrï¿½cia Viera,3.306472,70.008476,brand,9.5e-05
Yigal Azrouï¿½l,-2.393112,18.911173,brand,0.000142
1ï¿½ Classe Alviero Martini,-0.391266,22.745974,brand,0.000142
Glï¿½ria Coelho,3.163353,69.902954,brand,4.7e-05
Maria Filï¿½,6.876213,19.881445,brand,9.5e-05
ï¿½gatha,7.044422,19.531826,brand,9.5e-05
ï¿½gua de Coco,2.78483,69.771088,brand,9.5e-05
model_02299,2.589686,69.750198,model,0.001279
model_02300,-73.271996,-8.111356,model,0.000521
model_02301,-78.95517,-3.648897,model,0.002037
model_02302,-54.980873,-0.221319,model,0.000947
model_02303,-42.333515,-31.158045,model,0.000237
model_02304,-87.909409,14.978093,model,0.004074
model_02305,-71.198792,-4.452536,model,0.000332
model_02307,-29.032112,-24.718761,model,0.000142
model_02308,-44.98819,17.281425,model,0.000237
model_02309,9.603834,-25.630131,model,0.002605
BodyAmr,9.660782,-25.677507,brand,4.7e-05
model_02310,-61.064667,-10.592388,model,0.001326
model_02311,-52.900742,38.127945,model,0.000711
model_02313,26.553324,36.028446,model,0.001847
model_02315,-73.707298,7.653264,model,0.000426
model_02317,26.598246,-2.553997,model,0.000426
model_02318,34.193512,63.750927,model,9.5e-05
Black Coffee & Ramirez,34.117474,63.75869,brand,9.5e-05
model_02319,21.121746,-26.263668,model,0.002368
model_02320,-42.173721,40.865326,model,0.000663
model_02321,-52.837605,7.218489,model,0.002937
model_02322,-13.892605,-11.972118,model,0.010232
A.V.Robertson,-13.774411,-11.836167,brand,9.5e-05
model_02323,18.042284,-49.705612,model,0.000474
model_02324,-67.71505,1.663543,model,0.000284
model_02325,-60.966415,7.855194,model,4.7e-05
model_02326,-74.467522,-3.002065,model,0.000426
model_02327,-76.850571,7.135697,model,0.000711
model_02328,-74.978363,8.470423,model,0.002037
RIO,-36.465248,49.651867,brand,0.000426
Matiere,-86.609962,18.605541,brand,0.000332
Abasi Rosborough,-75.050949,8.447685,brand,0.000142
NIHL,-75.044594,7.711529,brand,0.000189
model_02329,11.826818,0.795089,model,0.001421
model_02330,-75.894691,31.576448,model,0.000853
model_02331,-47.620884,-13.109613,model,0.000995
model_02332,3.40667,47.522926,model,4.7e-05
model_02335,55.534504,35.454849,model,0.001137
Lucerna,55.537746,34.806477,brand,4.7e-05
model_02336,11.023494,38.879047,model,0.000142
model_02338,-60.406361,32.408436,model,0.000568
model_02339,-54.239899,-31.75679,model,0.004074
model_02340,-11.667465,10.544067,model,0.002558
model_02341,-51.230225,-13.329117,model,0.000758
model_02342,-51.294975,-26.841799,model,0.000332
model_02343,-26.918354,53.937737,model,0.000426
Mychael Knight,-26.923983,53.94902,brand,9.5e-05
model_02344,4.216438,56.431789,model,0.000189
model_02346,53.807873,18.174847,model,0.000332
Narces,53.875893,18.244362,brand,4.7e-05
model_02347,21.075705,-3.867473,model,0.000284
model_02349,23.654415,55.18726,model,0.000521
model_02350,-24.717493,-13.849102,model,4.7e-05
model_02351,-72.546509,11.230422,model,0.000758
model_02352,-57.172546,-54.783508,model,0.0009
model_02353,-60.736164,35.666187,model,0.001326
model_02354,-78.246193,-7.900576,model,0.000332
model_02355,-25.429438,44.129501,model,0.003789
model_02356,-64.284355,12.007436,model,0.000189
Eryn Brinie,-64.272758,11.999417,brand,4.7e-05
model_02357,-46.102962,25.143616,model,0.000474
model_02358,-43.637173,20.191912,model,4.7e-05
model_02359,15.851986,45.790749,model,0.000426
model_02360,61.91111,-39.009945,model,0.000805
model_02361,15.772835,3.707817,model,0.004216
model_02363,64.820732,55.374371,model,0.001421
Mercedes Benz,5.063476,-3.856074,magazine,0.000947
model_02364,-18.105104,46.091682,model,0.000142
model_02366,74.177116,54.876125,model,0.001374
LOB,70.682701,54.08675,brand,0.000284
Francisco Cancino,66.356949,57.301895,brand,0.000616
model_02367,98.637459,3.912008,model,0.003221
Meam,96.070274,3.879842,brand,4.7e-05
TM Collection,96.65258,4.241054,brand,4.7e-05
Daniela Barros,97.492149,4.530662,brand,4.7e-05
Eduardo Amorim,96.948448,4.540288,brand,4.7e-05
Hugo Costa,95.860123,4.928426,brand,9.5e-05
Joao Rola,96.003922,4.506954,brand,4.7e-05
Joï¿½o Melo Costa,96.806511,4.41549,brand,4.7e-05
Luis Onofre,95.98008,4.838545,brand,9.5e-05
Nobrand,95.730408,4.012589,brand,4.7e-05
Alves/Gonçalves Atelier,95.287979,4.602757,brand,9.5e-05
Brea,96.134659,3.961499,brand,4.7e-05
Carlos Gil,96.465279,4.156823,brand,4.7e-05
DKODE,97.026161,4.406503,brand,4.7e-05
Fernando Claro Costura,95.810776,4.01051,brand,4.7e-05
Highly Preppy,96.297531,3.983166,brand,4.7e-05
JJHeitor Shoes,97.023285,4.310038,brand,4.7e-05
La Condesa,96.234291,4.119863,brand,4.7e-05
Nuno Baltazar,97.744949,7.694055,brand,0.000189
Shaazia Adam,96.989143,4.364139,brand,4.7e-05
model_02368,11.353228,20.606087,model,0.011605
Ange Schloder,10.931911,20.54583,brand,4.7e-05
Anterprima,11.049987,20.470541,brand,4.7e-05
Carmen March,45.786736,41.135811,brand,0.000189
Jose Castro Madrid,41.376278,40.049194,brand,9.5e-05
María Escoté,42.292248,42.950005,brand,0.000142
Roberto Torreta,10.734572,20.962046,brand,9.5e-05
Serguei Povaguin,10.897646,20.581512,brand,4.7e-05
Bibian Blue,10.905848,20.547482,brand,4.7e-05
Carlos Díez,12.633747,18.004772,brand,9.5e-05
Josep Abril,11.014009,20.420473,brand,4.7e-05
Kina Fernández,42.734356,41.105919,brand,9.5e-05
Manuel Bolaño,42.778809,43.627213,brand,0.000284
Miriam Ocáriz,41.991581,40.352676,brand,9.5e-05
Stefania Borrás,10.906376,20.58292,brand,4.7e-05
model_02370,52.201004,-50.791973,model,0.002937
Cia Marï¿½tima,47.684559,-55.584717,brand,0.000379
Minimale Animale,51.45948,-50.099716,brand,9.5e-05
ACACIA by Naomi Newirth,59.378811,-51.789066,brand,0.000142
I Love Lolli,53.403812,-49.763443,brand,9.5e-05
model_02371,2.620467,47.041416,model,0.001895
model_02372,-9.935641,47.220539,model,9.5e-05
model_02374,-55.841564,-8.181304,model,0.000142
model_02378,-9.996381,-5.243811,model,0.002416
model_02379,57.992001,49.497402,model,0.004168
Bernhard Willhelm,0.518326,40.972,brand,0.000284
Guess by Marciano,39.192013,-50.887829,brand,0.000521
Saloni,13.824081,50.563641,brand,0.000237
Express,-85.245155,36.205418,magazine,0.003979
Lauren by Ralph Lauren,-1.988668,-41.770584,brand,0.000379
model_02382,-50.218906,0.886271,model,9.5e-05
model_02383,3.712874,73.99308,model,4.7e-05
model_02384,71.95742,50.397156,model,0.002558
Hector Serna,64.795929,52.270634,brand,4.7e-05
Twin-Niwt,64.53228,52.316341,brand,4.7e-05
Violeta,64.41153,51.989899,brand,4.7e-05
The ODD,64.649078,52.204079,brand,4.7e-05
Hood by Air,-69.948372,14.987342,magazine,0.000947
Enfants Riches Deprimés,66.372421,48.894993,brand,9.5e-05
Sánchez-Kane,71.888519,49.882942,brand,4.7e-05
model_02386,-38.446514,-16.922911,model,0.000379
model_02388,-35.076214,34.012859,model,0.001468
model_02389,-24.741369,44.642471,model,4.7e-05
model_02391,47.954906,-47.958633,model,0.000616
model_02393,-31.761112,-5.8194,model,0.002653
model_02394,-46.708347,-0.405232,model,0.000663
model_02395,-3.822286,41.639343,model,4.7e-05
model_02398,13.382403,49.123096,model,0.000616
model_02399,-11.503993,-3.006205,model,0.003032
model_02400,-75.234161,-9.245326,model,0.000142
model_02401,12.602259,2.919368,model,0.000379
model_02402,-66.504471,-26.880678,model,0.000379
model_02404,-17.000193,31.205183,model,0.003126
Christian Sirian,-17.158915,31.217627,brand,4.7e-05
Ideen,0.157732,42.501217,brand,9.5e-05
Malandrina,-17.304173,31.201769,brand,4.7e-05
Mara Hoffen,-17.312397,31.197861,brand,4.7e-05
Fashion Fringe at Covent Garden,-17.119852,31.200539,brand,4.7e-05
model_02405,-54.510376,8.594376,model,0.000284
model_02406,-81.502403,-9.0756,model,0.001895
model_02408,-45.384953,23.604889,model,0.002558
model_02409,-10.913184,-26.720671,model,0.013974
Pollini,-27.033133,-19.150396,brand,0.000379
Hervï¿½ Lï¿½ger,-5.405754,1.371932,brand,0.000237
Ru du Mail,-10.854498,-26.758963,brand,4.7e-05
The Hunger Magazine online,-27.719471,25.92832,magazine,0.003126
model_02411,-22.523876,-19.941317,model,0.001184
model_02412,-28.370062,47.042824,model,0.005021
model_02414,-22.131184,-42.119965,model,0.000853
model_02415,-75.866867,-12.29297,model,0.002842
model_02416,-35.957359,-45.785923,model,4.7e-05
model_02417,38.318871,65.322021,model,4.7e-05
Frida Weyer,38.400394,65.62307,brand,0.000474
model_02418,79.449959,29.604441,model,4.7e-05
Central Saint Martin,79.449432,29.604206,brand,4.7e-05
model_02419,-50.133759,-7.30018,model,0.000853
model_02420,10.16213,-10.337044,model,0.000142
model_02422,-25.512722,-0.454886,model,0.001847
model_02423,-37.882011,-19.634798,model,0.002037
model_02425,27.011993,13.765612,model,0.001895
A'la Russe,26.988359,13.786937,brand,0.000284
Alon Livnï¿½,30.601503,31.644789,brand,0.000332
model_02427,25.740202,35.332874,model,0.002747
Achtland,20.069443,19.65799,brand,9.5e-05
Josie Natori,28.725401,35.373207,brand,0.000995
Charles Youssef,27.372271,34.389118,brand,0.000189
Rhié,25.774582,35.346542,brand,0.000142
Cinq à Sept,27.5492,33.557812,brand,0.000284
model_02428,15.948678,11.118787,model,0.000711
model_02430,-11.107784,52.755161,model,4.7e-05
model_02431,16.924347,11.066913,model,0.000616
model_02433,-2.944477,29.075619,model,0.000142
model_02434,-8.426933,-0.170196,model,0.014542
Meadham Kirchkoff,-8.446627,0.013723,brand,4.7e-05
Pedro Lourenï¿½o,-8.051587,0.424118,brand,0.000142
Micheal Kors,-8.450314,0.07462,brand,4.7e-05
model_02435,66.155464,-24.715881,model,0.001042
Karavay,66.243713,-24.520094,brand,4.7e-05
Yana Chervinska,66.163437,-24.590872,brand,4.7e-05
model_02436,-11.164732,-41.932987,model,0.007105
model_02437,53.22839,31.292688,model,0.001137
model_02438,-48.414902,-14.648963,model,4.7e-05
model_02439,97.613274,2.859437,model,0.000284
model_02441,18.626215,57.500023,model,0.000189
Norma Kamali,18.611818,57.526875,brand,0.000237
model_02442,60.957344,56.066181,model,0.000237
model_02443,-44.281036,46.224873,model,0.003316
Daizy Shely,-23.614441,41.23386,brand,0.000142
San Andrès Milano,22.693163,33.655121,brand,9.5e-05
model_02444,18.895971,40.234394,model,0.000332
model_02446,-54.824123,22.246685,model,0.0009
model_02449,-10.303208,26.573036,model,0.008763
model_02451,-2.218637,41.803661,model,0.001895
model_02452,-46.778625,36.736671,model,9.5e-05
model_02454,24.8083,33.98901,model,0.001326
Harare,25.932104,33.601097,brand,9.5e-05
Christian Pellizzari,24.719389,34.253677,brand,4.7e-05
Raffaela D'Angelo,86.88945,-22.100264,brand,0.000142
model_02455,-49.181248,34.648884,model,0.003837
model_02457,-46.890247,17.010298,model,0.000379
model_02458,7.827778,-3.34942,model,0.003458
model_02459,16.441765,-30.708347,model,0.000284
model_02460,40.290886,14.329453,model,0.000426
model_02462,14.0046,-75.810097,model,0.000379
model_02463,49.145809,0.993426,model,0.000426
model_02465,-39.958557,6.219326,model,0.002132
Vaquera,-49.364975,10.043535,brand,0.000332
model_02466,1.489727,37.913109,model,0.002842
model_02470,-21.655653,-56.874855,model,0.000189
Rose Tyler,-21.654913,-56.880013,brand,4.7e-05
Pako Pano,-21.655266,-56.878658,brand,4.7e-05
Cia Martimia Beachwear,-21.654491,-56.883186,brand,4.7e-05
model_02471,6.909437,43.1842,model,0.000758
model_02472,-7.015524,28.860281,model,0.004168
Academy Of Art University,18.901119,21.919733,brand,9.5e-05
Antonio Beradi,-7.145264,28.853247,brand,4.7e-05
model_02473,-82.765305,29.066986,model,0.004358
model_02475,-79.240318,30.847342,model,0.000711
model_02476,-81.021111,-5.82617,model,0.000568
model_02477,-33.822384,-12.475243,model,9.5e-05
model_02478,-60.496155,26.364592,model,0.000142
model_02479,-61.782661,36.236874,model,0.003789
model_02480,-60.121059,27.339939,model,4.7e-05
model_02481,-61.89571,28.892809,model,9.5e-05
model_02483,87.644058,-4.639534,model,4.7e-05
Moda Adlib Eivissa,87.644142,-4.640037,brand,4.7e-05
model_02484,63.497189,15.368966,model,0.000379
model_02485,9.648787,31.482639,model,0.000568
model_02487,-81.726273,-1.529827,model,0.001184
model_02488,67.835793,9.304255,model,0.000189
model_02490,-35.42746,-7.128602,model,0.000189
model_02491,-27.71352,47.812237,model,0.000711
model_02492,-28.671999,46.551888,model,4.7e-05
model_02494,-72.3088,28.828215,model,0.000332
model_02496,9.664008,86.851852,model,0.000284
Mario Queiros,9.498055,86.920013,brand,4.7e-05
Totem Fashion Rio,9.59981,86.938919,brand,4.7e-05
model_02498,17.343561,-23.493298,model,0.000237
model_02499,-49.590828,-1.373753,model,0.001089
model_02500,-52.437,13.171003,model,0.00559
model_02501,-44.507629,-27.804893,model,0.000474
model_02502,-48.442211,21.478163,model,0.000853
model_02504,-26.67996,4.864011,model,0.000189
model_02505,-11.550059,38.793964,model,0.004642
model_02506,-73.529594,12.033613,model,0.001089
Justin Cassin,-40.204201,-47.443752,brand,0.000189
model_02507,-42.485859,-16.13003,model,0.003411
model_02508,-46.711452,-17.823961,model,0.000237
model_02509,7.511853,-6.661586,model,0.001468
model_02510,-24.981224,-24.039982,model,0.004832
Chloë Sevigny for O.C,-25.024174,-24.100798,brand,4.7e-05
model_02512,-25.513557,-13.651423,model,0.000616
model_02513,-63.406277,9.592834,model,0.000758
model_02514,6.298965,23.719076,model,0.000568
model_02515,-47.503113,22.275944,model,4.7e-05
model_02517,-69.566696,-20.040289,model,0.001753
model_02519,-6.117151,17.937397,model,0.004689
Theirry Mugler,-6.247376,17.886566,brand,4.7e-05
Chloé Sevigny for O.C.,-6.344602,17.885954,brand,4.7e-05
model_02520,-29.625086,5.877511,model,0.003411
model_02521,-51.969669,-1.009441,model,0.000189
model_02522,-77.368279,22.976595,model,0.000474
model_02523,0.730516,38.42049,model,0.001942
model_02524,-70.43618,31.778822,model,0.001421
model_02525,-49.418941,22.908688,model,9.5e-05
model_02527,44.937862,38.28323,model,0.007011
Aristocrazy,41.057693,42.429668,brand,0.000426
Basmar by Montse Bassons,42.238083,36.670738,brand,9.5e-05
Beata Rajska,42.179321,36.24353,brand,4.7e-05
Rosa Clara,42.432907,42.787731,brand,0.000189
Basler,41.199547,64.448082,brand,0.000521
María Barros,46.806999,41.050171,brand,0.000189
model_02528,-48.757912,-4.975418,model,0.001326
model_02529,-54.411617,-33.92878,model,0.004642
Las Pepas,-18.102411,12.346256,brand,0.000142
Rapsodia,-54.366539,-33.229984,brand,4.7e-05
Hyke,-54.178932,-33.203251,brand,4.7e-05
Malamute,-54.414459,-33.30888,brand,4.7e-05
Rito,-54.125587,-33.229836,brand,4.7e-05
We11done,-54.484158,-32.616306,brand,9.5e-05
model_02534,-77.648026,-4.544876,model,0.000284
model_02535,-36.099075,-44.86433,model,0.000142
model_02536,69.880081,13.306216,model,0.000616
model_02537,-16.294144,7.887679,model,4.7e-05
model_02538,3.368067,-31.9918,model,0.002179
model_02539,-47.099579,35.146156,model,0.000474
model_02540,-4.477084,-18.566565,model,0.000568
model_02541,18.214626,37.440651,model,0.000284
model_02542,-47.732857,9.297905,model,0.000332
model_02543,-21.7432,-41.466221,model,0.001658
model_02544,-28.237364,-26.846254,model,0.001374
model_02545,-15.280655,-2.130654,model,0.011368
model_02546,-23.066977,-43.893608,model,0.004026
model_02547,27.12672,-26.233807,model,0.001374
model_02548,-63.028183,-5.512139,model,0.000711
model_02549,-27.218204,-9.891313,model,0.000189
model_02550,-52.095951,-12.361437,model,0.001089
model_02551,-54.809315,0.391941,model,0.003316
model_02553,14.875731,15.893367,model,0.001042
model_02554,3.159581,15.264114,model,0.003316
model_02555,22.661068,-16.989923,model,9.5e-05
model_02556,-1.749678,31.881723,model,4.7e-05
model_02557,18.210068,59.400913,model,0.000237
Manuel de la Cruz,18.230698,59.385616,brand,4.7e-05
Tom Scott,18.200968,58.974113,brand,0.000142
model_02559,25.441751,29.776316,model,0.000568
Valentina Kova,25.213713,29.996805,brand,9.5e-05
model_02560,-53.203655,37.897598,model,4.7e-05
model_02561,-58.316673,-1.743326,model,0.001184
model_02562,-59.000294,27.498255,model,4.7e-05
model_02563,-50.743988,5.249588,model,0.000758
model_02564,9.431697,-66.18882,model,0.000189
