brand,prestige,prestige_raw,prestige_scaled,prestige_percentile,prestige_zscore,record_count,tier
Elle Man Serbia,0.000002,0.000002,2.038394,15.531232,-0.222347,10,Low
Pastaiga Latvia,0.000002,0.000002,2.029968,15.512361,-0.222357,9,Low
Men's Health UK,0.000002,0.000002,2.029867,15.493489,-0.222357,6,Low
The Week Magazine,0.000002,0.000002,2.028371,15.474618,-0.222359,6,Low
Jean Paul Lespagnard,0.000002,0.000002,2.006063,15.455746,-0.222386,9,Low
Haryono Setiadi,0.000002,0.000002,1.994654,15.436875,-0.222399,5,Low
Maki Oh,0.000002,0.000002,1.993422,15.418003,-0.222401,29,Low
Gary Bigeni,0.000002,0.000002,1.988838,15.399132,-0.222406,10,Low
Giesswein Orfi,0.000002,0.000002,1.984330,15.380260,-0.222411,5,Low
Candy,0.000002,0.000002,1.981025,15.361389,-0.222415,6,Low
Hachi Magazine,0.000002,0.000002,1.979361,15.342517,-0.222417,14,Low
Surfing Magazine Swimsuit Issue,0.000002,0.000002,1.975384,15.323646,-0.222422,12,Low
Colectivo Diseño Mexicano,0.000002,0.000002,1.970471,15.304774,-0.222428,19,Low
TeenVogue.com,0.000002,0.000002,1.967945,15.285903,-0.222431,5,Low
Georgine,0.000002,0.000002,1.954165,15.267032,-0.222447,18,Low
David Hart,0.000002,0.000002,1.952976,15.248160,-0.222449,12,Low
Afshin Feiz,0.000002,0.000002,1.952806,15.229289,-0.222449,8,Low
Stolen Girlfriends Club,0.000002,0.000002,1.950146,15.210417,-0.222452,8,Low
Noblesse Korea,0.000002,0.000002,1.947089,15.191546,-0.222456,14,Low
Penkov,0.000002,0.000002,1.947055,15.172674,-0.222456,14,Low
Men Moments Magazine,0.000002,0.000002,1.946371,15.153803,-0.222457,8,Low
Craig Lawrence,0.000002,0.000002,1.944256,15.134931,-0.222459,18,Low
Chasseur,0.000002,0.000002,1.941082,15.116060,-0.222463,7,Low
People Magazine,0.000002,0.000002,1.939241,15.097188,-0.222465,5,Low
Afghan,0.000002,0.000002,1.938555,15.078317,-0.222466,15,Low
Vero Diaz,0.000002,0.000002,1.932792,15.059445,-0.222473,45,Low
Hodakova,0.000002,0.000002,1.929902,15.040574,-0.222476,16,Low
Leitmotiv,0.000002,0.000002,1.922320,15.021702,-0.222485,7,Low
Stylecaster,0.000002,0.000002,1.920914,15.002831,-0.222487,5,Low
Vogue Me Taiwan,0.000002,0.000002,1.917250,14.983959,-0.222491,5,Low
Seventeen Magazine,0.000002,0.000002,1.914480,14.965088,-0.222495,15,Low
Pam Hogg,0.000002,0.000002,1.909253,14.946216,-0.222501,11,Low
Matiere,0.000002,0.000002,1.903849,14.927345,-0.222507,8,Low
Pineda Covalin,0.000002,0.000002,1.899536,14.908473,-0.222512,55,Low
SHAO,0.000002,0.000002,1.897615,14.889602,-0.222515,11,Low
Wilson Ranieri,0.000002,0.000002,1.895015,14.870730,-0.222518,6,Low
B Rude,0.000002,0.000002,1.889591,14.851859,-0.222524,5,Low
Gisele Nasser,0.000002,0.000002,1.885263,14.832987,-0.222529,8,Low
ThreeAsFour,0.000002,0.000002,1.876408,14.814116,-0.222540,6,Low
Koonhor,0.000002,0.000002,1.875350,14.795244,-0.222541,11,Low
Léa Peckre,0.000002,0.000002,1.873134,14.776373,-0.222544,11,Low
Supplementaire,0.000002,0.000002,1.873078,14.757501,-0.222544,6,Low
B Michael,0.000002,0.000002,1.868851,14.738630,-0.222549,8,Low
Banana Moon,0.000002,0.000002,1.860130,14.719758,-0.222559,7,Low
Boycott,0.000002,0.000002,1.851043,14.700887,-0.222570,8,Low
Duvetica,0.000002,0.000002,1.847396,14.682015,-0.222575,7,Low
Kitty Boots,0.000002,0.000002,1.842107,14.663144,-0.222581,5,Low
ADON,0.000002,0.000002,1.841293,14.644273,-0.222582,9,Low
A Detacher,0.000002,0.000002,1.840474,14.625401,-0.222583,13,Low
GQ India,0.000002,0.000002,1.835268,14.606530,-0.222589,17,Low
WAM,0.000002,0.000002,1.833552,14.587658,-0.222591,7,Low
Justsmile Magazine,0.000002,0.000002,1.829658,14.568787,-0.222596,11,Low
Julia Y Renata,0.000002,0.000002,1.829220,14.549915,-0.222596,38,Low
Guess by Marciano,0.000002,0.000002,1.825134,14.531044,-0.222601,21,Low
Slim,0.000002,0.000002,1.823437,14.512172,-0.222603,5,Low
Gas Jeans,0.000002,0.000002,1.822221,14.493301,-0.222605,5,Low
Bianca Saunders,0.000002,0.000002,1.821862,14.474429,-0.222605,13,Low
British Colony,0.000002,0.000002,1.820064,14.455558,-0.222607,7,Low
Vizoo Magazine,0.000002,0.000002,1.817964,14.436686,-0.222610,6,Low
Superior Magazine,0.000002,0.000002,1.817500,14.417815,-0.222610,28,Low
Vivienne Westwood Red label,0.000002,0.000002,1.815246,14.398943,-0.222613,1,Low
Atmos Magazine,0.000002,0.000002,1.814644,14.380072,-0.222614,7,Low
Friend The,0.000002,0.000002,1.812948,14.361200,-0.222616,7,Low
Woman Magazine,0.000002,0.000002,1.810930,14.342329,-0.222618,6,Low
Coveteur,0.000002,0.000002,1.803324,14.323457,-0.222627,7,Low
Swash,0.000002,0.000002,1.800166,14.304586,-0.222631,8,Low
Alvar,0.000002,0.000002,1.798003,14.285714,-0.222633,8,Low
Arthur Avellano,0.000002,0.000002,1.794373,14.266843,-0.222638,14,Low
Fabiana Milazzo,0.000002,0.000002,1.793126,14.247971,-0.222639,5,Low
Report Magazine,0.000002,0.000002,1.789331,14.229100,-0.222644,9,Low
Berardi,0.000002,0.000002,1.788886,14.210228,-0.222644,7,Low
Damernas Värld,0.000002,0.000002,1.782819,14.191357,-0.222651,8,Low
Serkan Cura,0.000002,0.000002,1.776387,14.172485,-0.222659,11,Low
Mark McNairy New Amsterdam,0.000002,0.000002,1.776061,14.153614,-0.222660,6,Low
C.P. Company,0.000002,0.000002,1.772012,14.134742,-0.222664,5,Low
Arthur Mendonca,0.000002,0.000002,1.767587,14.115871,-0.222670,7,Low
Cara Magazine,0.000002,0.000002,1.763892,14.096999,-0.222674,7,Low
Menchén Tomàs,0.000002,0.000002,1.760444,14.078128,-0.222678,5,Low
Men's Health Portugal,0.000002,0.000002,1.753853,14.059256,-0.222686,9,Low
NIna Ricci,0.000002,0.000002,1.752296,14.040385,-0.222688,1,Low
Lorenzo Merlino,0.000002,0.000002,1.751491,14.021513,-0.222689,11,Low
Macqua,0.000002,0.000002,1.749479,14.002642,-0.222691,6,Low
Charles Alexander,0.000002,0.000002,1.748596,13.983771,-0.222692,5,Low
L'Officiel Chile,0.000002,0.000002,1.742996,13.964899,-0.222699,13,Low
Sicky,0.000002,0.000002,1.740186,13.946028,-0.222702,25,Low
Jordache,0.000002,0.000002,1.738445,13.927156,-0.222704,11,Low
Vulkan,0.000002,0.000002,1.734068,13.908285,-0.222710,21,Low
G-Star RAW,0.000002,0.000002,1.733655,13.889413,-0.222710,4,Low
Amica Germany,0.000002,0.000002,1.728475,13.870542,-0.222716,1,Low
Pen Magazine Japan,0.000002,0.000002,1.724494,13.851670,-0.222721,9,Low
Twenty6,0.000002,0.000002,1.720234,13.832799,-0.222726,11,Low
Deux Hommes,0.000002,0.000002,1.716306,13.813927,-0.222731,8,Low
Phillip Lim,0.000002,0.000002,1.711898,13.795056,-0.222736,8,Low
Bespoken,0.000002,0.000002,1.711837,13.776184,-0.222736,11,Low
PEDRO,0.000002,0.000002,1.696585,13.757313,-0.222754,7,Low
Kneon,0.000002,0.000002,1.695740,13.738441,-0.222755,8,Low
Jolie Magazine,0.000002,0.000002,1.694318,13.719570,-0.222757,14,Low
Galanni,0.000002,0.000002,1.687296,13.700698,-0.222765,5,Low
Ladygunn Magazine,0.000002,0.000002,1.685611,13.681827,-0.222767,13,Low
Coitus,0.000002,0.000002,1.682834,13.662955,-0.222771,8,Low
Numéro Homme Switzerland,0.000002,0.000002,1.680527,13.644084,-0.222773,13,Low
Steven Khalil,0.000002,0.000002,1.670791,13.625212,-0.222785,5,Low
Do Estilista,0.000002,0.000002,1.667042,13.606341,-0.222789,6,Low
SIR the Label,0.000002,0.000002,1.666006,13.587469,-0.222791,8,Low
Carlo Ponti,0.000002,0.000002,1.664034,13.568598,-0.222793,6,Low
RIO,0.000002,0.000002,1.649233,13.549726,-0.222811,13,Low
12th Street by Cynthia Vincent,0.000002,0.000002,1.647662,13.530855,-0.222812,9,Low
Abertura,0.000002,0.000002,1.646626,13.511983,-0.222814,7,Low
L'Officiel Japan,0.000002,0.000002,1.638953,13.493112,-0.222823,6,Low
MASSES Magazine,0.000002,0.000002,1.635480,13.474240,-0.222827,10,Low
Zac Zac Posen,0.000002,0.000002,1.635464,13.455369,-0.222827,10,Low
Cause,0.000002,0.000002,1.634014,13.436497,-0.222829,5,Low
Organic By John Patrick,0.000002,0.000002,1.632723,13.417626,-0.222830,3,Low
KENTON Magazine,0.000002,0.000002,1.632124,13.398754,-0.222831,6,Low
Chantal Thomass,0.000002,0.000002,1.630522,13.379883,-0.222833,6,Low
Valstar,0.000002,0.000002,1.628174,13.361012,-0.222836,17,Low
GoSee,0.000002,0.000002,1.626459,13.342140,-0.222838,29,Low
Bernard Chandran,0.000002,0.000002,1.625933,13.323269,-0.222838,12,Low
Numéro Homme China,0.000002,0.000002,1.623269,13.304397,-0.222842,5,Low
Head of State,0.000002,0.000002,1.615080,13.285526,-0.222851,21,Low
Nafa,0.000002,0.000002,1.610268,13.266654,-0.222857,1,Low
Nicole Romano,0.000002,0.000002,1.606263,13.247783,-0.222862,14,Low
Zambesi,0.000002,0.000002,1.603798,13.228911,-0.222865,7,Low
Dsquared,0.000002,0.000002,1.602287,13.210040,-0.222867,2,Low
Kaltblut Magazine,0.000002,0.000002,1.601341,13.191168,-0.222868,16,Low
Gmaro Magazine,0.000002,0.000002,1.601067,13.172297,-0.222868,13,Low
Watson x Watson,0.000002,0.000002,1.598889,13.153425,-0.222871,10,Low
Kristian Aadnevik,0.000002,0.000002,1.597064,13.134554,-0.222873,13,Low
STYLE:men Magazine,0.000002,0.000002,1.595669,13.115682,-0.222874,11,Low
Gardem,0.000002,0.000002,1.594186,13.096811,-0.222876,12,Low
Eplay,0.000002,0.000002,1.584757,13.077939,-0.222887,5,Low
Abra,0.000002,0.000002,1.578722,13.059068,-0.222895,9,Low
Capucci,0.000002,0.000002,1.578201,13.040196,-0.222895,6,Low
Yuna Yang,0.000002,0.000002,1.575269,13.021325,-0.222899,27,Low
Elena Velez,0.000002,0.000002,1.564702,13.002453,-0.222911,8,Low
Geil Magazine,0.000002,0.000002,1.561007,12.983582,-0.222916,5,Low
Beauté Greece,0.000002,0.000002,1.549111,12.964710,-0.222930,34,Low
A Dï¿½tacher,0.000002,0.000002,1.548743,12.945839,-0.222930,15,Low
NakedButSafe,0.000002,0.000002,1.543784,12.926967,-0.222936,7,Low
Ágatha Ruiz de la Prada,0.000002,0.000002,1.540381,12.908096,-0.222940,5,Low
The Perfect Man: The Perfect_Edit,0.000002,0.000002,1.534450,12.889224,-0.222947,21,Low
Teddy Vonranson,0.000002,0.000002,1.531564,12.870353,-0.222951,16,Low
Social Life,0.000002,0.000002,1.528689,12.851481,-0.222954,20,Low
Overdue Magazine,0.000002,0.000002,1.523499,12.832610,-0.222960,13,Low
Antonio Miro,0.000002,0.000002,1.523111,12.813738,-0.222961,7,Low
unFlop,0.000002,0.000002,1.521904,12.794867,-0.222962,7,Low
Katarzyna Szczotarska,0.000002,0.000002,1.517248,12.775995,-0.222968,9,Low
Messagerie,0.000002,0.000002,1.512101,12.757124,-0.222974,5,Low
PrettyLittleThing,0.000002,0.000002,1.508422,12.738253,-0.222978,8,Low
Clover Canyon,0.000002,0.000002,1.506621,12.719381,-0.222980,30,Low
Han,0.000002,0.000002,1.503778,12.700510,-0.222984,5,Low
Cihuah,0.000002,0.000002,1.503406,12.681638,-0.222984,20,Low
Odilon by Stacey Clark,0.000002,0.000002,1.503279,12.662767,-0.222984,14,Low
Aisling Camps,0.000001,0.000001,1.498628,12.643895,-0.222990,5,Low
PAP Magazine,0.000001,0.000001,1.495941,12.625024,-0.222993,16,Low
Novis,0.000001,0.000001,1.492400,12.606152,-0.222997,19,Low
Yearbook Fanzine,0.000001,0.000001,1.485599,12.587281,-0.223005,17,Low
loveFMD,0.000001,0.000001,1.485142,12.568409,-0.223006,45,Low
Style: Men Singapore,0.000001,0.000001,1.485107,12.549538,-0.223006,7,Low
F Magazine Italia,0.000001,0.000001,1.483238,12.530666,-0.223008,9,Low
Calibre,0.000001,0.000001,1.480648,12.511795,-0.223011,5,Low
Nylon Germany,0.000001,0.000001,1.480060,12.492923,-0.223012,9,Low
DressCamp,0.000001,0.000001,1.479362,12.474052,-0.223013,6,Low
Imitation Of Christ,0.000001,0.000001,1.476820,12.455180,-0.223016,2,Low
TopShop Unique,0.000001,0.000001,1.476595,12.436309,-0.223016,4,Low
Lorena Sarbu,0.000001,0.000001,1.473267,12.417437,-0.223020,15,Low
French Fries Magazine,0.000001,0.000001,1.467455,12.398566,-0.223027,15,Low
A'la Russe,0.000001,0.000001,1.467329,12.379694,-0.223027,8,Low
Fracomina,0.000001,0.000001,1.461380,12.360823,-0.223034,8,Low
The Metalhead Magazine,0.000001,0.000001,1.458423,12.341951,-0.223038,6,Low
M.i.h Jeans,0.000001,0.000001,1.456337,12.323080,-0.223040,5,Low
Bluemarble,0.000001,0.000001,1.454635,12.304208,-0.223042,22,Low
Margareth Howell,0.000001,0.000001,1.453152,12.285337,-0.223044,5,Low
Prestige International Magazine,0.000001,0.000001,1.450148,12.266465,-0.223048,11,Low
Overdue,0.000001,0.000001,1.448852,12.247594,-0.223049,5,Low
Blacky Dress,0.000001,0.000001,1.435186,12.228722,-0.223066,9,Low
Helmet,0.000001,0.000001,1.433721,12.209851,-0.223067,8,Low
Gran Canaria Moda Calida,0.000001,0.000001,1.425805,12.190979,-0.223077,23,Low
Haunted Magazine,0.000001,0.000001,1.425745,12.172108,-0.223077,8,Low
L'Edito,0.000001,0.000001,1.425329,12.153236,-0.223077,7,Low
Linda Loudermilk,0.000001,0.000001,1.422226,12.134365,-0.223081,7,Low
Aigle,0.000001,0.000001,1.420413,12.115493,-0.223083,14,Low
Candela,0.000001,0.000001,1.418741,12.096622,-0.223085,15,Low
Carin Wester,0.000001,0.000001,1.418077,12.077751,-0.223086,5,Low
Ji Oh,0.000001,0.000001,1.409345,12.058879,-0.223096,16,Low
Zahia,0.000001,0.000001,1.400598,12.040008,-0.223107,15,Low
PalaceScope,0.000001,0.000001,1.399054,12.021136,-0.223109,9,Low
Tangent Magazine,0.000001,0.000001,1.397119,12.002265,-0.223111,24,Low
Maxim Italia,0.000001,0.000001,1.396739,11.983393,-0.223111,8,Low
Irwin & Jordan,0.000001,0.000001,1.394384,11.964522,-0.223114,15,Low
Pull Letter Magazine,0.000001,0.000001,1.393121,11.945650,-0.223116,7,Low
Batsheva,0.000001,0.000001,1.389112,11.926779,-0.223120,17,Low
Vaquera,0.000001,0.000001,1.389105,11.907907,-0.223120,8,Low
Catarina,0.000001,0.000001,1.388575,11.889036,-0.223121,6,Low
Carbon Copy by Client,0.000001,0.000001,1.386395,11.870164,-0.223124,5,Low
Amazing Magazine,0.000001,0.000001,1.381147,11.851293,-0.223130,6,Low
Gavin Douglas,0.000001,0.000001,1.379176,11.832421,-0.223132,6,Low
74MAG,0.000001,0.000001,1.370980,11.813550,-0.223142,7,Low
CRUSHfanzine,0.000001,0.000001,1.368742,11.794678,-0.223145,8,Low
Burberry prorsum,0.000001,0.000001,1.366480,11.775807,-0.223147,1,Low
Alberto Zambelli,0.000001,0.000001,1.362850,11.756935,-0.223152,7,Low
Hugo By Hugo Boss,0.000001,0.000001,1.360253,11.738064,-0.223155,1,Low
Normal Magazine,0.000001,0.000001,1.358586,11.719192,-0.223157,5,Low
Badlands Journal,0.000001,0.000001,1.356483,11.700321,-0.223159,7,Low
Marcell von Berlin,0.000001,0.000001,1.352313,11.681449,-0.223164,5,Low
Ruby Smallbone,0.000001,0.000001,1.348330,11.662578,-0.223169,6,Low
Hausach Couture,0.000001,0.000001,1.340200,11.643706,-0.223179,6,Low
Poleci,0.000001,0.000001,1.338351,11.624835,-0.223181,12,Low
Fantastics,0.000001,0.000001,1.337473,11.605963,-0.223182,12,Low
Samsoe & Samsoe,0.000001,0.000001,1.332673,11.587092,-0.223188,6,Low
Miwha Hong,0.000001,0.000001,1.317696,11.568220,-0.223205,5,Low
Sass and Bide,0.000001,0.000001,1.315727,11.549349,-0.223208,5,Low
Nylon Guys,0.000001,0.000001,1.311404,11.530477,-0.223213,6,Low
Monsieur by Madame,0.000001,0.000001,1.308078,11.511606,-0.223217,6,Low
Xico,0.000001,0.000001,1.304529,11.492734,-0.223221,21,Low
Fielmann,0.000001,0.000001,1.304036,11.473863,-0.223222,8,Low
Olivia,0.000001,0.000001,1.303676,11.454992,-0.223222,32,Low
lululemon,0.000001,0.000001,1.301186,11.436120,-0.223225,8,Low
Desnudo Magazine Italia,0.000001,0.000001,1.300185,11.417249,-0.223226,18,Low
Julio,0.000001,0.000001,1.297624,11.398377,-0.223229,21,Low
Vogue Man Philippines,0.000001,0.000001,1.297473,11.379506,-0.223230,7,Low
Sta. Ephigênia,0.000001,0.000001,1.293799,11.360634,-0.223234,9,Low
Vogue Ukraine Digital,0.000001,0.000001,1.290053,11.341763,-0.223238,13,Low
Marc By Marc Jacobs,0.000001,0.000001,1.282802,11.322891,-0.223247,2,Low
Vein,0.000001,0.000001,1.282338,11.304020,-0.223248,11,Low
Elisa Chanan,0.000001,0.000001,1.280802,11.285148,-0.223249,6,Low
Julian Macdonald,0.000001,0.000001,1.279580,11.266277,-0.223251,2,Low
Erin by Erin Fetherston,0.000001,0.000001,1.275523,11.247405,-0.223256,16,Low
The Dapifer,0.000001,0.000001,1.274886,11.228534,-0.223256,8,Low
Icon Magazine,0.000001,0.000001,1.268200,11.209662,-0.223264,6,Low
Suzanne Rae,0.000001,0.000001,1.263081,11.190791,-0.223271,13,Low
MODA Bulgaria,0.000001,0.000001,1.256090,11.171919,-0.223279,12,Low
L'Officiel Kazakhstan,0.000001,0.000001,1.245242,11.153048,-0.223292,14,Low
Brood,0.000001,0.000001,1.242394,11.134176,-0.223295,5,Low
re-quest/QJ,0.000001,0.000001,1.237068,11.115305,-0.223302,13,Low
Frank Tell,0.000001,0.000001,1.236827,11.096433,-0.223302,17,Low
BLKONBLK,0.000001,0.000001,1.235695,11.077562,-0.223303,9,Low
Iwaya For Dress 33,0.000001,0.000001,1.234025,11.058690,-0.223305,1,Low
Marie Claire India,0.000001,0.000001,1.224505,11.039819,-0.223316,9,Low
L-ink,0.000001,0.000001,1.223118,11.020947,-0.223318,9,Low
Tim van Steenbergen,0.000001,0.000001,1.221899,11.002076,-0.223320,7,Low
Palmers,0.000001,0.000001,1.220827,10.983204,-0.223321,7,Low
Sand Copenhagen,0.000001,0.000001,1.217431,10.964333,-0.223325,3,Low
Original Penguin,0.000001,0.000001,1.216852,10.945461,-0.223326,7,Low
Kitten,0.000001,0.000001,1.216532,10.926590,-0.223326,15,Low
Trina Turk,0.000001,0.000001,1.215271,10.907718,-0.223327,18,Low
The Arcadia Online,0.000001,0.000001,1.214520,10.888847,-0.223328,5,Low
Tracey Reese,0.000001,0.000001,1.214128,10.869975,-0.223329,5,Low
Riot of Perfume Magazine,0.000001,0.000001,1.213622,10.851104,-0.223329,6,Low
Marcelo Burlon County of Milan,0.000001,0.000001,1.211802,10.832232,-0.223332,17,Low
INFRINGE Magazine,0.000001,0.000001,1.204416,10.813361,-0.223340,14,Low
Lela rose,0.000001,0.000001,1.201603,10.794490,-0.223344,1,Low
Flanelle Magazine,0.000001,0.000001,1.201367,10.775618,-0.223344,10,Low
Naples Illustrated,0.000001,0.000001,1.197808,10.756747,-0.223348,20,Low
Frank Sorbier,0.000001,0.000001,1.194747,10.737875,-0.223352,6,Low
Andrew gn,0.000001,0.000001,1.193670,10.719004,-0.223353,1,Low
Elle Man Poland,0.000001,0.000001,1.189613,10.700132,-0.223358,6,Low
Mercedes de Miguel,0.000001,0.000001,1.181963,10.681261,-0.223367,18,Low
Lounge,0.000001,0.000001,1.181904,10.662389,-0.223367,7,Low
Kult Magazine,0.000001,0.000001,1.174748,10.643518,-0.223376,6,Low
Her World Malaysia,0.000001,0.000001,1.172995,10.624646,-0.223378,8,Low
The Forumist,0.000001,0.000001,1.169223,10.605775,-0.223382,8,Low
Centro.,0.000001,0.000001,1.168961,10.586903,-0.223383,25,Low
Elle Mexico Diseña,0.000001,0.000001,1.164404,10.568032,-0.223388,9,Low
Venera Arapu,0.000001,0.000001,1.159879,10.549160,-0.223393,5,Low
Wylde,0.000001,0.000001,1.158973,10.530289,-0.223395,12,Low
The Mall at Short Hills,0.000001,0.000001,1.153873,10.511417,-0.223401,6,Low
IDOL Magazine,0.000001,0.000001,1.151662,10.492546,-0.223403,6,Low
Roberto Collina,0.000001,0.000001,1.148779,10.473674,-0.223407,6,Low
Irina Schrotter,0.000001,0.000001,1.147892,10.454803,-0.223408,7,Low
C/meo Collective,0.000001,0.000001,1.146144,10.435931,-0.223410,7,Low
IES Moda,0.000001,0.000001,1.145961,10.417060,-0.223410,9,Low
Rützou,0.000001,0.000001,1.139318,10.398188,-0.223418,10,Low
L'Officiel Baltic,0.000001,0.000001,1.137068,10.379317,-0.223421,18,Low
Simon Miller,0.000001,0.000001,1.135052,10.360445,-0.223423,10,Low
Susan Lazar,0.000001,0.000001,1.123420,10.341574,-0.223437,6,Low
Gerlan Jeans,0.000001,0.000001,1.123153,10.322702,-0.223437,6,Low
TopShop,0.000001,0.000001,1.122672,10.303831,-0.223438,3,Low
ICON Magazine Mena,0.000001,0.000001,1.117644,10.284959,-0.223444,9,Low
David Catalán,0.000001,0.000001,1.117308,10.266088,-0.223444,12,Low
Swatch,0.000001,0.000001,1.110082,10.247216,-0.223453,5,Low
Elele Turkey,0.000001,0.000001,1.103551,10.228345,-0.223461,11,Low
Lucy's,0.000001,0.000001,1.100580,10.209473,-0.223464,32,Low
We11done,0.000001,0.000001,1.098971,10.190602,-0.223466,2,Low
Phoebe English,0.000001,0.000001,1.092985,10.171731,-0.223473,13,Low
Cubo,0.000001,0.000001,1.090329,10.152859,-0.223476,11,Low
Elizabeth & James,0.000001,0.000001,1.089116,10.133988,-0.223478,5,Low
Brandon Blackwood,0.000001,0.000001,1.088119,10.115116,-0.223479,7,Low
L'Officiel Hommes Brazil,0.000001,0.000001,1.085229,10.096245,-0.223482,6,Low
Universidad Jannette Klein,0.000001,0.000001,1.084004,10.077373,-0.223484,7,Low
Spray Magazine,0.000001,0.000001,1.078735,10.058502,-0.223490,5,Low
Josie Natori,0.000001,0.000001,1.077707,10.039630,-0.223491,26,Low
Odalisque,0.000001,0.000001,1.074067,10.020759,-0.223496,7,Low
Clara,0.000001,0.000001,1.073215,10.001887,-0.223497,39,Low
Self China,0.000001,0.000001,1.070637,9.983016,-0.223500,9,Low
Wang Peiyi,0.000001,0.000001,1.070086,9.964144,-0.223500,7,Low
Essential Marbella Magazine,0.000001,0.000001,1.064460,9.945273,-0.223507,6,Low
Sheer Magazine,0.000001,0.000001,1.062756,9.926401,-0.223509,5,Low
Jewel by Lisa,0.000001,0.000001,1.061757,9.907530,-0.223510,9,Low
Shakuhachi,0.000001,0.000001,1.053365,9.888658,-0.223520,6,Low
Jenny Kayne,0.000001,0.000001,1.049494,9.869787,-0.223525,7,Low
Rivista Studio,0.000001,0.000001,1.048546,9.850915,-0.223526,5,Low
Silhouette Magazine,0.000001,0.000001,1.048404,9.832044,-0.223526,5,Low
M.Patmos,0.000001,0.000001,1.048287,9.813172,-0.223526,10,Low
Urban Revivo,0.000001,0.000001,1.042718,9.794301,-0.223533,5,Low
Men's Folio Malaysia,0.000001,0.000001,1.040436,9.775429,-0.223536,13,Low
Las Rosas,0.000001,0.000001,1.038550,9.756558,-0.223538,13,Low
Central Saint Martins,0.000001,0.000001,1.036352,9.737686,-0.223541,8,Low
NAFA,0.000001,0.000001,1.035517,9.718815,-0.223542,8,Low
OE Magazine,0.000001,0.000001,1.034398,9.699943,-0.223543,7,Low
Solstice,0.000001,0.000001,1.032183,9.681072,-0.223546,22,Low
Tom van Lingen,0.000001,0.000001,1.026997,9.662200,-0.223552,5,Low
So' Chic Magazine,0.000001,0.000001,1.022743,9.643329,-0.223557,6,Low
Hua Lingerie,0.000001,0.000001,1.017367,9.624457,-0.223563,9,Low
Jad Ghandour,0.000001,0.000001,1.010188,9.605586,-0.223572,7,Low
Gail Sorronda,0.000001,0.000001,1.004922,9.586714,-0.223578,10,Low
Tiffany Amber,0.000001,0.000001,1.001449,9.567843,-0.223582,8,Low
Intersection Magazine France,0.000001,0.000001,0.995486,9.548972,-0.223589,5,Low
Lands,0.000001,0.000001,0.992477,9.520664,-0.223593,8,Low
Bernarda,0.000001,0.000001,0.992477,9.520664,-0.223593,8,Low
Ocelote,0.000001,0.000001,0.983821,9.492357,-0.223603,7,Low
Arkatha,0.000001,0.000001,0.982986,9.473486,-0.223604,5,Low
Maison Manila,0.000001,0.000001,0.982836,9.454614,-0.223604,8,Low
Palm Beach Illustrated,0.000001,0.000001,0.980395,9.435743,-0.223607,30,Low
MOD,0.000001,0.000001,0.975756,9.416871,-0.223613,16,Low
dna magazine Mexico,0.000001,0.000001,0.964558,9.398000,-0.223626,6,Low
Nobi Talai,0.000001,0.000001,0.963937,9.379128,-0.223627,6,Low
Vila Romana,0.000001,0.000001,0.963041,9.360257,-0.223628,8,Low
Satellite Journal,0.000001,0.000001,0.962028,9.341385,-0.223629,6,Low
Them,0.000001,0.000001,0.961954,9.322514,-0.223629,5,Low
Roopa Pemmaraju,0.000001,0.000001,0.960802,9.303642,-0.223631,6,Low
Spirit & Flesh Magazine,0.000001,0.000001,0.958740,9.284771,-0.223633,8,Low
Them Magazine,0.000001,0.000001,0.950591,9.265899,-0.223643,6,Low
Io Ipse Idem,0.000001,0.000001,0.946419,9.247028,-0.223648,9,Low
SportMax,0.000001,0.000001,0.942743,9.218721,-0.223652,1,Low
RalpH Lauren,0.000001,0.000001,0.942743,9.218721,-0.223652,1,Low
YDE,0.000001,0.000001,0.939508,9.190413,-0.223656,15,Low
Faustine Steinmetz,0.000001,0.000001,0.939083,9.171542,-0.223656,5,Low
Herdes Magazine,0.000001,0.000001,0.937214,9.152670,-0.223659,8,Low
Men's Health Serbia,0.000001,0.000001,0.930554,9.133799,-0.223667,12,Low
Jota+Ge,0.000001,0.000001,0.925469,9.114927,-0.223673,7,Low
Men's Health Croatia,0.000001,0.000001,0.924169,9.096056,-0.223674,6,Low
Lebor Gabala,0.000001,0.000001,0.923728,9.077184,-0.223675,7,Low
Karen,0.000001,0.000001,0.918724,9.058313,-0.223681,6,Low
Ziad Ghanem,0.000001,0.000001,0.918663,9.039441,-0.223681,5,Low
Lydia Lavin,0.000001,0.000001,0.916569,9.020570,-0.223683,62,Low
Mustafa Hassanali,0.000001,0.000001,0.916228,9.001698,-0.223684,9,Low
Denizen,0.000001,0.000001,0.913669,8.982827,-0.223687,11,Low
Emilio de la Moren,0.000001,0.000001,0.909050,8.963955,-0.223692,13,Low
Nkwo,0.000001,0.000001,0.908196,8.935648,-0.223693,7,Low
Christie Brown,0.000001,0.000001,0.908196,8.935648,-0.223693,7,Low
Angelo Tarlazzi,0.000001,0.000001,0.906547,8.907341,-0.223695,6,Low
Les Benjamins,0.000001,0.000001,0.906255,8.888470,-0.223696,8,Low
Barbour,0.000001,0.000001,0.900815,8.869598,-0.223702,5,Low
The Cube Magazine,0.000001,0.000001,0.900372,8.850727,-0.223703,11,Low
A - The Style Guide by Andares,0.000001,0.000001,0.897970,8.831855,-0.223705,10,Low
